,a101_vol_xs_z_product_112h,a101_volume_cap_alpha_min_56_84,a101_volume_cap_alpha_min_80_80,a101_volume_high_alpha_min_84_84,a101_volume_low_alpha_min_84_120,a101_volume_xs_z_mean_neg_112h,amihud_illiquidity_20h,bb_zscore_20h,breakout_dist_20h,breakout_dist_48h,candle_body,candle_wick_lower,candle_wick_upper,clv_20h,downside_vol_20h,ema_12_26_gap,funding_rate_change_24h,funding_rate_level_20h,funding_rate_zscore_80h,intraday_ret,klow_close,ksft_5h,ma_gap_10_40,ma_gap_20_80,ma_gap_5_20,mom_10h,mom_120h,mom_20h,mom_40h,mom_5h,mom_72h,mom_accel_20h,mom_vol_adjusted_20h,price_pos_120h,price_pos_24h,price_pos_72h,price_volume_corr_20h,q158_beta_20h,q158_beta_30h,q158_close_close_4h,q158_cntd_20h,q158_cntd_30h,q158_cntn_20h,q158_cntn_30h,q158_cntp_20h,q158_cntp_30h,q158_cord_20h,q158_corr_20h,q158_high_close_0h,q158_high_close_1h,q158_high_close_2h,q158_high_close_3h,q158_high_close_4h,q158_high_low_range,q158_imax_20h,q158_imax_30h,q158_imin_20h,q158_imxd_20h,q158_klen_open,q158_klow_open,q158_klow_range,q158_kmid_open,q158_kmid_range,q158_ksft_open,q158_ksft_range,q158_kup_open,q158_kup_range,q158_low_close_0h,q158_low_close_1h,q158_low_close_2h,q158_low_close_3h,q158_low_close_4h,q158_ma_10h,q158_ma_20h,q158_ma_30h,q158_ma_5h,q158_ma_60h,q158_max_10h,q158_max_20h,q158_max_30h,q158_max_5h,q158_max_60h,q158_min_10h,q158_min_20h,q158_min_30h,q158_min_5h,q158_min_60h,q158_open_close_0h,q158_open_close_1h,q158_open_close_2h,q158_open_close_3h,q158_open_close_4h,q158_qtld_20h,q158_qtld_30h,q158_qtlu_20h,q158_qtlu_30h,q158_rank_close_20h,q158_rank_close_30h,q158_resi_20h,q158_resi_30h,q158_roc_20h,q158_rsqr_20h,q158_rsqr_30h,q158_rsv_20h,q158_rsv_30h,q158_std_10h,q158_std_20h,q158_std_30h,q158_std_5h,q158_std_60h,q158_sumd_20h,q158_sumd_30h,q158_sumn_20h,q158_sump_20h,q158_vma_20h,q158_volume_ratio_1h,q158_volume_ratio_2h,q158_volume_ratio_3h,q158_volume_ratio_4h,q158_vstd_20h,q158_vsumd_20h,q158_vsumn_20h,q158_vsump_20h,q158_wvma_20h,qvol_ma_ratio_20_80,qvol_ma_ratio_5_20,qvol_zscore_20h,qvol_zscore_48h,range_1h,range_24h,range_4h,range_breakout_vol_confirm_20h,realized_kurt_20h,realized_skew_20h,rev_10h,rev_1h,rev_24h,rev_2h,rev_3h,rev_72h,reversal_5h,rsi_14h,rsi_28h,rsi_7h,taker_buy_delta_5h,taker_buy_ratio_20h,taker_buy_zscore_20h,tech_atr,tech_macd,trend_efficiency_24h,up_down_vol_ratio_20h,vol_40h,vol_5h,vol_of_vol_20h,vol_ratio_20_80,vol_ratio_5_20,vol_ret_corr_20h,vol_zscore_20h,vol_zscore_48h,volatility_20h,volume_pressure_20h,vwap_dev_20h,williams_r_14h,wq101_alpha101,wq101_alpha12,wq101_alpha21,wq101_alpha23,wq101_alpha24,wq101_alpha25,wq101_alpha28,wq101_alpha30,wq101_alpha32,wq101_alpha33,wq101_alpha34,wq101_alpha35,wq101_alpha37,wq101_alpha38,wq101_alpha40,wq101_alpha41,wq101_alpha42,wq101_alpha43,wq101_alpha44,wq101_alpha45,wq101_alpha46,wq101_alpha47,wq101_alpha49,wq101_alpha50,wq101_alpha51,wq101_alpha52,wq101_alpha53,wq101_alpha54,wq101_alpha55,wq101_alpha6,wq101_alpha60,wq101_alpha61,wq101_alpha65,wq101_alpha68,wq101_alpha74,wq101_alpha75,wq101_alpha9,wvma_20h,xs_rank_mom_accel,xs_rank_ret_1h,xs_rank_vol
q158_vma_20h,,,0.052867,0.02109,,,0.020426,-0.038193,-0.047064,,0.013669,0.057351,0.086478,-0.047452,0.09982,-0.074131,,-0.112562,0.029045,0.018075,-0.224355,-0.020198,,-0.030042,-0.083138,-0.053367,,-0.076231,,-0.024939,-0.047403,,-0.069015,,,-0.052612,-0.050748,-0.083027,,0.010142,-0.053443,,0.050064,,-0.054761,,-0.052612,-0.025981,-0.298427,-0.085603,-0.018175,0.01577,0.037572,-0.497952,0.218765,,0.109497,0.064085,-0.497654,-0.224202,0.05774,0.018075,0.013678,0.008058,0.000425,-0.184456,0.086843,0.297558,0.047902,-0.001632,-0.008857,-0.004663,0.030641,0.065224,,-0.004164,,-0.019921,0.100449,,-0.152755,,0.03798,-0.028288,,0.137476,,-0.018075,-0.01699,-0.001978,0.010186,0.024963,-0.001626,,0.111185,,-0.041964,,0.025416,,0.076231,-0.026794,,-0.047042,,-0.152443,0.032599,,-0.336781,,-0.073153,,0.07315,-0.073156,1.0,0.463625,0.571885,0.634981,0.674522,0.872574,-0.604633,0.604633,-0.604633,0.050639,0.091628,-0.631898,-0.9424,,-0.497952,,-0.339771,-0.976106,0.023388,-0.035568,0.053367,-0.017362,,-0.016721,-0.001884,0.047403,0.024939,-0.060916,,-0.043908,0.043732,0.00571,0.052625,0.015248,-0.062449,,-0.066965,,-0.196191,,0.050454,-0.361414,-0.053193,-0.943773,,0.065112,-0.052708,-0.064117,0.028623,0.004731,-0.004308,-0.491751,0.229121,,0.069473,,-0.214212,0.025028,0.047216,0.075794,,,0.074113,0.059204,0.000472,0.035646,,0.04991,,0.033653,-0.227066,-0.004125,0.035241,-0.003966,,-0.020127,-0.01415,0.053363,0.025946,0.102245,,0.017508,,-0.008744,,-0.01378,0.06747,,-0.045966,-0.010658
q158_volume_ratio_1h,,,-0.008162,0.002522,,,-0.004622,-0.002905,-0.00462,,0.039264,0.073145,0.103053,-0.003988,0.032509,-0.006567,,-0.019349,-0.024677,0.038164,-0.087555,-0.00518,,0.000107,-0.014442,-0.007294,,-0.008906,,-0.012881,-0.004518,,-0.007828,,,-0.003526,-0.002466,-0.011417,,0.007313,-0.005982,,0.006514,,-0.004259,,-0.003568,-0.000143,-0.189756,0.112146,0.058766,0.034847,0.024487,-0.286652,0.011108,,0.00171,0.007558,-0.28602,-0.087154,0.07315,0.038164,0.039285,0.027615,0.022691,-0.052682,0.103099,0.152871,-0.165598,-0.059374,-0.020505,-0.004367,0.00443,0.008882,,-0.0041,,0.057586,0.045788,,0.0541,,-0.055799,-0.035441,,-0.062877,,-0.038164,-0.009425,0.007564,0.007722,0.012894,-0.00717,,0.022833,,0.001223,,0.003374,,0.008906,0.02179,,-0.004585,,0.064133,0.04799,,0.025782,,-0.008475,,0.008474,-0.008476,0.463625,1.0,0.567809,0.453293,0.394797,0.407173,-0.265699,0.265699,-0.265699,0.004854,0.043077,0.072681,-0.477166,,-0.286652,,0.026568,-0.507353,0.005266,-0.007403,0.007294,-0.038526,,-0.009354,0.00788,0.004518,0.012881,-0.00639,,-0.003267,0.046596,0.00207,0.072963,0.011325,-0.009236,,-0.00736,,0.055738,,0.028145,0.054786,-0.005367,-0.477851,,0.029091,-0.005693,-0.010648,0.003661,0.027793,-0.012909,-0.215659,0.149313,,0.161327,,0.087372,-0.004399,0.042448,0.083375,,,0.040187,0.012613,-0.027336,0.09334,,-0.006799,,0.025183,-0.132075,-0.026954,0.00379,-0.026753,,-0.021705,-0.031808,0.014698,-0.005531,-0.001893,,-0.018193,,0.005356,,-0.025569,0.023654,,-0.056478,0.001033
q158_volume_ratio_2h,,,0.003919,-0.00148,,,-0.007302,-0.005089,-0.008441,,0.029157,0.06182,0.08322,-0.00365,0.040436,-0.010664,,-0.029998,-0.032675,0.031391,-0.119239,-0.005606,,0.001199,-0.022438,-0.010885,,-0.013055,,-0.015892,-0.007018,,-0.011693,,,-0.005048,-0.004129,-0.018274,,0.01161,-0.007054,,0.007605,,-0.005347,,-0.005255,0.000461,-0.205446,-0.025907,0.114817,0.068255,0.044318,-0.318992,0.032408,,0.013387,0.014093,-0.318459,-0.118944,0.061952,0.031391,0.029203,0.024755,0.01775,-0.090168,0.083365,0.176527,-0.041153,-0.14681,-0.056957,-0.019288,0.006271,0.012735,,-0.008179,,0.060938,0.056621,,0.03176,,-0.06326,-0.041184,,-0.049988,,-0.031391,-0.028363,0.000793,0.011875,0.015956,-0.016275,,0.038798,,-0.00188,,0.005729,,0.013055,0.034888,,-0.008403,,0.068106,0.0612,,-0.034015,,-0.012519,,0.012518,-0.012519,0.571885,0.567809,1.0,0.653645,0.538171,0.491528,-0.330811,0.330811,-0.330811,-0.010704,0.051729,0.05435,-0.579675,,-0.318992,,-0.023382,-0.610712,-0.005421,-0.011399,0.010885,-0.03179,,-0.028828,0.000801,0.007018,0.015892,-0.010108,,-0.006444,0.041451,0.004574,0.056365,0.012179,-0.016292,,-0.010325,,0.057315,,0.030245,0.047406,-0.007727,-0.580695,,0.034746,-0.006428,-0.015895,0.005106,0.018095,-0.008016,-0.292278,0.292003,,0.107659,,0.105026,-0.000663,0.055749,0.144821,,,0.054915,0.030712,-0.01517,0.063435,,-0.03711,,0.021962,-0.152117,-0.017844,-0.001892,-0.017562,,-0.026661,-0.027188,0.011086,-0.004848,0.032327,,0.043676,,0.007566,,-0.021101,0.018804,,-0.042311,0.003895
q158_volume_ratio_3h,,,0.00951,0.001751,,,-0.008906,-0.013043,-0.018766,,0.00893,0.052176,0.075417,-0.010769,0.043688,-0.016354,,-0.036924,-0.029595,0.010122,-0.141833,-0.003926,,0.001395,-0.031539,-0.016807,,-0.022413,,-0.025252,-0.010613,,-0.020328,,,-0.010864,-0.00684,-0.024686,,0.012986,-0.012764,,0.012295,,-0.011319,,-0.008171,-0.001296,-0.20392,-0.039977,0.024271,0.117551,0.079323,-0.345293,0.056512,,0.025973,0.020793,-0.345069,-0.141743,0.052371,0.010122,0.008975,0.003996,-0.001098,-0.112291,0.075587,0.205802,0.003042,-0.05521,-0.118473,-0.042268,0.017421,0.022937,,-0.003503,,0.063651,0.065918,,0.002785,,-0.054826,-0.034925,,-0.013205,,-0.010122,-0.018485,-0.008104,0.013216,0.025359,-0.019621,,0.060566,,-0.012409,,-0.001248,,0.022413,0.043791,,-0.018728,,0.054178,0.064555,,-0.134684,,-0.021407,,0.021408,-0.021409,0.634981,0.453293,0.653645,1.0,0.695236,0.536451,-0.35819,0.35819,-0.35819,-0.0218,0.052944,-0.004648,-0.636861,,-0.345293,,-0.109967,-0.667269,-0.015448,-0.013114,0.016807,-0.010135,,-0.018795,-0.008506,0.010613,0.025252,-0.019121,,-0.015896,0.039122,0.008898,0.048825,0.013589,-0.025709,,-0.016547,,0.031637,,0.025387,0.007239,-0.011784,-0.637853,,0.034408,-0.010536,-0.026988,0.013736,-0.002424,-0.007028,-0.336912,0.247338,,0.078194,,0.102112,0.001484,0.053538,0.127871,,,0.057247,0.035015,-0.011287,0.031791,,-0.048239,,0.029506,-0.146499,0.002996,0.001927,0.003244,,-0.011251,-0.009206,0.008881,0.000852,0.062567,,0.066226,,0.016213,,-0.000202,0.012472,,-0.041823,0.004584
q158_volume_ratio_4h,,,0.008623,-7.5e-05,,,-0.012557,-0.01841,-0.025317,,0.001572,0.052151,0.068895,-0.019936,0.04545,-0.021205,,-0.038831,-0.013594,0.003113,-0.150242,-0.001876,,0.001098,-0.037714,-0.024131,,-0.028464,,-0.026276,-0.011354,,-0.026974,,,-0.014232,-0.009725,-0.029906,,0.0055,-0.021705,,0.021205,,-0.02016,,-0.011343,-0.001558,-0.209748,-0.041165,0.013837,0.049228,0.122457,-0.359268,0.080358,,0.03772,0.027131,-0.359142,-0.150202,0.052382,0.003113,0.001597,-0.001855,-0.005826,-0.125693,0.069105,0.218842,0.034381,-0.016177,-0.045987,-0.095654,0.024823,0.029624,,0.00121,,0.061545,0.070779,,-0.043286,,-0.042821,-0.028767,,0.036113,,-0.003113,-0.001288,0.001478,0.005972,0.02628,-0.025553,,0.076913,,-0.020724,,-0.005965,,0.028464,0.049391,,-0.025273,,0.033192,0.064012,,-0.226802,,-0.027876,,0.027876,-0.027878,0.674522,0.394797,0.538171,0.695236,1.0,0.558839,-0.38098,0.38098,-0.38098,-0.036511,0.05062,-0.111133,-0.674723,,-0.359268,,-0.211693,-0.713805,-0.028099,-0.008275,0.024131,-0.002871,,-0.001522,0.001017,0.011354,0.026276,-0.023809,,-0.021258,0.040707,0.006758,0.038888,0.013877,-0.034153,,-0.024067,,-0.024239,,0.018544,-0.07928,-0.014268,-0.675796,,0.033475,-0.016649,-0.034328,0.020301,-0.009312,-0.004428,-0.359001,0.227595,,0.049557,,0.036947,0.01615,0.047364,0.080533,,,0.057827,0.029485,-0.005658,0.013174,,-0.038939,,0.031794,-0.13285,0.010224,0.019552,0.010375,,-0.00052,-0.005221,0.02531,0.003913,0.07844,,0.053926,,-0.001666,,0.004573,0.004577,,-0.041136,0.00694
q158_vstd_20h,,,0.030629,0.012412,,,0.094722,-0.025038,-0.031678,,0.013668,0.047395,0.066911,-0.023605,0.18312,-0.072642,,-0.182874,-0.036323,0.017171,-0.16644,-0.02379,,-0.049067,-0.065309,-0.041001,,-0.066998,,-0.023553,-0.05739,,-0.058187,,,-0.054657,-0.052279,-0.06603,,0.012542,-0.027721,,0.018088,,-0.03635,,-0.054343,-0.018308,-0.232237,-0.04979,0.005623,0.030356,0.045265,-0.379393,0.187162,,0.106118,0.045133,-0.379119,-0.166335,0.047862,0.017171,0.013683,0.011458,0.004358,-0.140103,0.067399,0.223906,0.016526,-0.016492,-0.019351,-0.013921,0.026465,0.053253,,0.00084,,0.044151,0.15808,,-0.079992,,-0.038028,-0.109898,,0.064885,,-0.017171,-0.010764,0.00299,0.012475,0.023604,-0.022332,,0.109687,,-0.027211,,0.020816,,0.066998,0.021788,,-0.031792,,-0.036753,0.14053,,-0.219879,,-0.064507,,0.064498,-0.064518,0.872574,0.407173,0.491528,0.536451,0.558839,1.0,-0.441893,0.441893,-0.441893,0.349341,0.260544,-0.55269,-0.742828,,-0.379393,,-0.218327,-0.843851,0.17491,-0.059112,0.041001,-0.016356,,-0.010527,0.003095,0.05739,0.023553,-0.059223,,-0.03802,0.036201,-0.014612,0.045339,0.043019,-0.035028,,-0.063418,,-0.103133,,0.224125,-0.319529,-0.054772,-0.744368,,0.162009,-0.046077,-0.06017,0.01501,0.005243,0.001703,-0.420804,0.199907,,0.045521,,-0.155819,-0.039858,0.034714,0.057099,,,0.046549,0.064568,0.003193,0.040583,,0.040145,,0.019697,-0.269468,-0.00468,0.043157,-0.004592,,-0.016978,-0.015337,0.065257,0.024004,0.054492,,0.003079,,-0.014145,,-0.012494,0.285268,,-0.039746,-0.041669
q158_vsumd_20h,,,-0.088861,-0.020642,,,0.014667,0.049253,0.050063,,0.001364,-0.05386,-0.062507,0.057418,0.037649,0.066151,,0.040154,-0.089456,-0.002789,0.174705,0.02049,,0.030788,0.069487,0.050167,,0.075669,,0.029753,0.043681,,0.072253,,,0.052282,0.065192,0.073993,,-0.019495,0.061924,,-0.060928,,0.061492,,0.064461,0.051446,0.236798,0.073579,0.027893,0.002732,-0.01442,0.401728,-0.196031,,-0.084349,-0.064522,0.401661,0.174699,-0.0541,-0.002789,0.001363,-7.6e-05,0.005694,0.156949,-0.062669,-0.245567,-0.076198,-0.04006,-0.036322,-0.036716,-0.032607,-0.058073,,-0.009896,,0.10024,0.019264,,0.166309,,-0.145157,-0.096102,,-0.189181,,0.002789,-0.003397,-0.009182,-0.01937,-0.029975,-0.057976,,-0.049623,,0.051954,,-0.011319,,-0.075669,0.07259,,0.050025,,0.250898,0.150619,,0.330568,,0.072948,,-0.072948,0.072945,-0.604633,-0.265699,-0.330811,-0.35819,-0.38098,-0.441893,1.0,-1.0,1.0,0.144362,0.195225,0.474351,0.632688,,0.401728,,0.349565,0.732884,0.078348,0.030871,-0.050167,0.002158,,-0.003522,-0.009449,-0.043681,-0.029753,0.05539,,0.046169,-0.026123,-0.021155,-0.028445,0.023473,0.054567,,0.061729,,0.239148,,0.208562,0.261373,0.057849,0.632654,,0.090879,0.045446,0.046226,-0.038348,0.006525,-0.005128,0.295691,-0.152948,,-0.041884,,0.19979,-0.054777,-0.032068,-0.043783,,,-0.069782,-0.070627,-0.00686,-0.019869,,-0.003161,,-0.029581,0.147977,-0.00749,-0.00329,-0.00748,,0.010612,0.006998,-0.003181,-0.02706,-0.087996,,-0.014817,,0.020695,,0.003535,0.147068,,0.034089,0.008786
q158_vsumn_20h,,,0.088861,0.020642,,,-0.014667,-0.049253,-0.050063,,-0.001364,0.05386,0.062507,-0.057418,-0.037649,-0.066151,,-0.040154,0.089456,0.002789,-0.174705,-0.02049,,-0.030788,-0.069487,-0.050167,,-0.075669,,-0.029753,-0.043681,,-0.072253,,,-0.052282,-0.065192,-0.073993,,0.019495,-0.061924,,0.060928,,-0.061492,,-0.064461,-0.051446,-0.236798,-0.073579,-0.027893,-0.002732,0.01442,-0.401728,0.196031,,0.084349,0.064522,-0.401661,-0.174699,0.0541,0.002789,-0.001363,7.6e-05,-0.005694,-0.156949,0.062669,0.245567,0.076198,0.04006,0.036322,0.036716,0.032607,0.058073,,0.009896,,-0.10024,-0.019264,,-0.166309,,0.145157,0.096102,,0.189181,,-0.002789,0.003397,0.009182,0.01937,0.029975,0.057976,,0.049623,,-0.051954,,0.011319,,0.075669,-0.07259,,-0.050025,,-0.250898,-0.150619,,-0.330568,,-0.072948,,0.072948,-0.072945,0.604633,0.265699,0.330811,0.35819,0.38098,0.441893,-1.0,1.0,-1.0,-0.144362,-0.195225,-0.474351,-0.632688,,-0.401728,,-0.349565,-0.732884,-0.078348,-0.030871,0.050167,-0.002158,,0.003522,0.009449,0.043681,0.029753,-0.05539,,-0.046169,0.026123,0.021155,0.028445,-0.023473,-0.054567,,-0.061729,,-0.239148,,-0.208562,-0.261373,-0.057849,-0.632654,,-0.090879,-0.045446,-0.046226,0.038348,-0.006525,0.005128,-0.295691,0.152948,,0.041884,,-0.19979,0.054777,0.032068,0.043783,,,0.069782,0.070627,0.00686,0.019869,,0.003161,,0.029581,-0.147977,0.00749,0.00329,0.00748,,-0.010612,-0.006998,0.003181,0.02706,0.087996,,0.014817,,-0.020695,,-0.003535,-0.147068,,-0.034089,-0.008786
q158_vsump_20h,,,-0.088861,-0.020642,,,0.014667,0.049253,0.050063,,0.001364,-0.05386,-0.062507,0.057418,0.037649,0.066151,,0.040154,-0.089456,-0.002789,0.174705,0.02049,,0.030788,0.069487,0.050167,,0.075669,,0.029753,0.043681,,0.072253,,,0.052282,0.065192,0.073993,,-0.019495,0.061924,,-0.060928,,0.061492,,0.064461,0.051446,0.236798,0.073579,0.027893,0.002732,-0.01442,0.401728,-0.196031,,-0.084349,-0.064522,0.401661,0.174699,-0.0541,-0.002789,0.001363,-7.6e-05,0.005694,0.156949,-0.062669,-0.245567,-0.076198,-0.04006,-0.036322,-0.036716,-0.032607,-0.058073,,-0.009896,,0.10024,0.019264,,0.166309,,-0.145157,-0.096102,,-0.189181,,0.002789,-0.003397,-0.009182,-0.01937,-0.029975,-0.057976,,-0.049623,,0.051954,,-0.011319,,-0.075669,0.07259,,0.050025,,0.250898,0.150619,,0.330568,,0.072948,,-0.072948,0.072945,-0.604633,-0.265699,-0.330811,-0.35819,-0.38098,-0.441893,1.0,-1.0,1.0,0.144362,0.195225,0.474351,0.632688,,0.401728,,0.349565,0.732884,0.078348,0.030871,-0.050167,0.002158,,-0.003522,-0.009449,-0.043681,-0.029753,0.05539,,0.046169,-0.026123,-0.021155,-0.028445,0.023473,0.054567,,0.061729,,0.239148,,0.208562,0.261373,0.057849,0.632654,,0.090879,0.045446,0.046226,-0.038348,0.006525,-0.005128,0.295691,-0.152948,,-0.041884,,0.19979,-0.054777,-0.032068,-0.043783,,,-0.069782,-0.070627,-0.00686,-0.019869,,-0.003161,,-0.029581,0.147977,-0.00749,-0.00329,-0.00748,,0.010612,0.006998,-0.003181,-0.02706,-0.087996,,-0.014817,,0.020695,,0.003535,0.147068,,0.034089,0.008786
q158_wvma_20h,,,0.027307,0.040562,,,0.03289,0.006046,0.006314,,0.007154,-0.004181,0.003257,0.012619,0.249128,-0.01676,,-0.112427,-0.122998,0.005099,0.037662,-0.01548,,-0.029794,-0.008696,-0.005883,,-0.011264,,-0.006941,-0.026049,,-0.005307,,,-0.005247,-0.021728,-0.007318,,0.004617,0.025122,,-0.035124,,0.0136,,-0.02518,0.00324,0.041446,0.023246,0.017351,0.017696,0.018372,0.068915,0.000817,,0.013916,-0.010544,0.06894,0.037798,-0.003973,0.005099,0.007171,0.006268,0.004884,0.038504,0.003497,-0.050441,-0.035376,-0.02409,-0.017616,-0.011595,0.008161,0.011617,,0.001655,,0.110053,0.142978,,0.081459,,-0.121901,-0.155206,,-0.088652,,-0.005099,-0.002277,-0.000127,0.004123,0.006665,-0.030833,,0.046542,,0.006843,,0.012591,,0.011264,0.065996,,0.006218,,0.185534,0.241794,,0.117715,,-0.012314,,0.012306,-0.012327,0.050639,0.004854,-0.010704,-0.0218,-0.036511,0.349341,0.144362,-0.144362,0.144362,1.0,0.283982,-0.005369,0.088699,,0.068915,,0.122915,0.124996,0.733689,-0.053648,0.005883,-0.003966,,-0.001792,0.000324,0.026049,0.006941,-0.019083,,-0.013026,-0.00017,-0.020573,0.000818,0.036999,0.009532,,-0.002955,,0.114931,,0.393747,-0.085556,-0.025618,0.088029,,0.266543,0.0045,-0.022209,-0.007876,0.00283,-0.000962,-0.030056,-0.004777,,-0.028714,,0.091081,-0.142489,0.009975,-0.023393,,,-0.008564,0.065704,-0.00202,0.004463,,0.035047,,-0.014164,-0.095861,-0.002452,0.005357,-0.002546,,-0.0056,0.000685,0.005483,0.008842,-0.02689,,0.008932,,0.016373,,-0.004749,0.630549,,0.011092,-0.00216
qvol_ma_ratio_20_80,,,-0.186628,-0.071897,,,-0.06837,0.067306,0.064509,,0.009373,-0.009678,0.001903,0.074664,0.30025,0.140861,,-0.008956,-0.197594,0.005581,0.108668,0.008735,,0.162211,0.073024,0.044705,,0.093331,,0.013408,0.145714,,0.104416,,,0.149809,0.074873,0.091128,,-0.010483,0.089503,,-0.075456,,0.098932,,0.068194,0.106317,0.122115,0.077632,0.061317,0.050613,0.041248,0.205966,-0.071492,,0.1035,-0.102908,0.206042,0.108795,-0.009895,0.005581,0.009354,0.006632,0.005243,0.114343,0.001658,-0.130508,-0.090093,-0.076471,-0.073768,-0.070939,-0.018246,-0.055798,,-0.00761,,0.199215,0.205619,,0.172355,,-0.254666,-0.309034,,-0.198836,,-0.005581,-0.006723,-0.006992,-0.010269,-0.013287,-0.152332,,0.039189,,0.065391,,-0.032402,,-0.093331,0.11885,,0.064806,,0.340263,0.426394,,0.250377,,0.098795,,-0.098792,0.098798,0.091628,0.043077,0.051729,0.052944,0.05062,0.260544,0.195225,-0.195225,0.195225,0.283982,1.0,-0.02158,-0.001763,,0.205966,,0.281101,0.016826,0.179315,0.044266,-0.044705,-0.005864,,-0.007372,-0.007302,-0.145714,-0.013408,0.09488,,0.053103,0.000959,0.036196,-0.002468,0.061054,-0.014896,,0.088219,,0.261175,,0.75688,-0.042485,0.066273,-0.004696,,0.394716,0.049192,0.0279,-0.048085,0.010521,0.003004,-0.053156,0.011921,,-0.004579,,-0.006499,-0.071649,-0.020501,0.005239,,,-0.039273,-0.014248,-0.01179,0.010511,,-0.008508,,0.01142,-0.036639,-0.010564,0.021157,-0.010551,,0.004952,0.001236,0.08442,-0.038687,-0.087289,,-0.023818,,-0.011327,,-0.003631,0.446077,,0.002568,0.089926
qvol_ma_ratio_5_20,,,-0.072923,-0.032708,,,-0.008163,0.0611,0.078468,,0.012722,-0.019148,-0.023461,0.077975,-0.079899,0.103126,,0.110782,-0.072621,0.007857,0.158394,0.013177,,0.039949,0.107855,0.079053,,0.105543,,0.015533,0.056219,,0.096814,,,0.080237,0.066132,0.115083,,-0.015009,0.085799,,-0.085499,,0.083804,,0.066997,0.031227,0.177146,0.106167,0.078534,0.058194,0.035719,0.307206,-0.295878,,-0.133509,-0.091814,0.307337,0.158608,-0.019442,0.007857,0.012762,0.010487,0.013923,0.145984,-0.023716,-0.199325,-0.135543,-0.111878,-0.092374,-0.069348,-0.040293,-0.091048,,-0.013721,,0.120699,-0.070749,,0.258243,,-0.174921,-0.051623,,-0.274468,,-0.007857,-0.01407,-0.014997,-0.014811,-0.015694,-0.039688,,-0.115689,,0.07007,,-0.033037,,-0.105543,0.093835,,0.078385,,0.327138,0.048079,,0.396531,,0.100232,,-0.100229,0.100228,-0.631898,0.072681,0.05435,-0.004648,-0.111133,-0.55269,0.474351,-0.474351,0.474351,-0.005369,-0.02158,1.0,0.575436,,0.307206,,0.427715,0.651922,0.001784,0.029594,-0.079053,-0.008722,,-0.014312,-0.015264,-0.056219,-0.015533,0.084114,,0.066019,-0.009678,0.000356,-0.004454,-0.000559,0.080387,,0.086134,,0.367467,,0.007868,0.583168,0.062256,0.574719,,-0.03113,0.073718,0.088684,-0.055109,0.010643,-0.009882,0.262795,-0.046974,,0.012182,,0.466966,-0.050077,-0.017234,0.022532,,,-0.056333,-0.051276,-0.028446,0.022838,,-0.141153,,-0.02692,0.139842,-0.010244,-0.037817,-0.010295,,0.01197,-0.004042,-0.060703,-0.042842,-0.100102,,0.032435,,0.011376,,0.005358,-0.018102,,0.020243,0.008444
qvol_zscore_20h,,,-0.059118,-0.020586,,,0.021263,0.06867,0.078374,,-0.008109,-0.064442,-0.086343,0.069907,-0.058902,0.08877,,0.06772,-0.045415,-0.011528,0.217191,0.020385,,0.02465,0.107121,0.079234,,0.097936,,0.049214,0.045072,,0.093716,,,0.067658,0.058729,0.105056,,-0.032966,0.083099,,-0.083079,,0.079212,,0.060908,0.037188,0.294997,0.070563,-0.000851,-0.0356,-0.058289,0.497223,-0.22349,,-0.074023,-0.088513,0.497013,0.217096,-0.064722,-0.011528,-0.008121,-0.004448,0.001973,0.183444,-0.086584,-0.298952,-0.057292,-0.016709,-0.016461,-0.022098,-0.056361,-0.091953,,-0.016796,,0.015235,-0.086395,,0.139584,,-0.081681,-0.038112,,-0.159404,,0.011528,0.000262,-0.019301,-0.033088,-0.049229,-0.038132,,-0.126561,,0.072911,,-0.011128,,-0.097936,0.032639,,0.078276,,0.166975,0.008215,,0.338397,,0.094987,,-0.094987,0.094986,-0.9424,-0.477166,-0.579675,-0.636861,-0.674723,-0.742828,0.632688,-0.632688,0.632688,0.088699,-0.001763,0.575436,1.0,,0.497223,,0.343162,0.998508,0.05286,0.027808,-0.079234,0.011129,,4.4e-05,-0.019253,-0.045072,-0.049214,0.082412,,0.069936,-0.043822,-0.007787,-0.054792,-0.005452,0.085728,,0.081067,,0.201191,,0.035552,0.318535,0.059791,0.998738,,-0.013311,0.068731,0.087183,-0.060581,0.000593,0.001397,0.477538,-0.237729,,-0.081828,,0.186617,-0.049815,-0.063659,-0.069517,,,-0.097459,-0.048268,0.000163,-0.0319,,-0.055897,,-0.045972,0.201269,-0.001059,-0.021671,-0.001232,,0.022351,0.012333,-0.032892,-0.021593,-0.118441,,-0.02537,,0.00563,,0.011813,0.038753,,0.049234,-0.002362
qvol_zscore_48h,,-0.01363,,,0.029598,,,,,0.083175,,,,,,,,,,,,,,,,,-0.004104,,,,,,,0.058301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.083677,,,,,-0.115558,,,,,-0.021194,,,,,,,,,,,,,,,,,,,,,,,-0.045189,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997433,,,,,,,,,-0.009708,,,,,,,,-0.059235,,,,,,,,,,,,,,,,,,,-0.039489,,,,-0.039799,,,,,
